0, 600, 0
1, 598, 0
2, 597, 0
3, 595, 0
4, 594, 0
5, 592, 0
6, 591, 0
7, 589, 0
8, 588, 0
9, 586, 0
10, 585, 0
11, 583, 0
12, 582, 0
13, 580, 0
14, 579, 0
15, 577, 0
16, 576, 0
17, 574, 0
18, 573, 0
19, 571, 0
20, 570, 0
21, 568, 0
22, 567, 0
23, 565, 0
24, 564, 0
25, 562, 0
26, 561, 0
27, 559, 0
28, 558, 0
29, 556, 0
30, 555, 0
31, 553, 0
32, 552, 0
33, 550, 0
34, 549, 0
35, 547, 0
36, 546, 0
37, 544, 0
38, 543, 0
39, 541, 0
40, 540, 0
41, 538, 0
42, 537, 0
43, 535, 0
44, 534, 0
45, 532, 0
46, 531, 0
47, 529, 0
48, 528, 0
49, 526, 0
50, 525, 0
51, 523, 0
52, 522, 0
53, 520, 0
54, 519, 0
55, 517, 0
56, 516, 0
57, 514, 0
58, 513, 0
59, 511, 0
60, 510, 0
61, 508, 0
62, 507, 0
63, 505, 0
64, 504, 0
65, 502, 0
66, 501, 0
67, 499, 0
68, 498, 0
69, 496, 0
70, 495, 0
71, 493, 0
72, 492, 0
73, 490, 0
74, 489, 0
75, 487, 0
76, 486, 0
77, 484, 0
78, 483, 0
79, 481, 0
80, 480, 0
81, 478, 0
82, 477, 0
83, 475, 0
84, 474, 0
85, 472, 0
86, 471, 0
87, 469, 0
88, 468, 0
89, 466, 0
90, 465, 0
91, 463, 0
92, 462, 0
93, 460, 0
94, 459, 0
95, 457, 0
96, 456, 0
97, 454, 0
98, 453, 10225.0
99, 451, 10225.0
100, 450, 10220.0
101, 448, 10205.0
177, 334, 10265.0
178, 333, 10470.0
